1,Item,Page 17-18,Categories,Sub-Categories,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
1784,CM7858D,83,Bedroom,Dressers,,,Dresser,Furniture of America FORT WORTH Traditional Dresser,VN,1,67.3,21.5,40.8,34.1,217.8,"64""W X 18""D X 39""H",Traditional,,,,0,FORT WORTH,CM7858.jpg,Dark Cherry,Traditional Style,Genuine Marble Top on Night Stand and Dresser,"Solid Wood, Wood Veneer, Others*",Dark Cherry Finish,,,,,,,Create a regal and luxurious setting in your bedroom with this dresser showcasing genuine marble top. It features full extension ball bearing glides for smooth accessibility and top drawers are felt lined for your delicate items. - -
1814,CM7736D,84,Bedroom,Dressers,,,Dresser,Furniture of America GRANDOM Traditional Dresser,VN,1,71,24.3,35.3,35.1,185.7,"68""W X 22""D X 36""H",Traditional,,,,0,GRANDOM,CM7735.jpg,Cherry,Traditional Style,Decorative Handles,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,,"Grandom showcases a very elegant wood construction, which features decorative wooden carvings and reeded details. Add a sophisticated air to your décor with this gorgeous bedroom set. - -"
1831,CM7738D,85,Bedroom,Dressers,,,Dresser,Furniture of America Bellagrand Traditional Dresser,VN,1,71.5,24,36.5,36.2,158.4,"68""W X 22""D X 36""H",Traditional,,,,0,Bellagrand,CM7738.jpg,Antique Tobacco Oak,Luxurious Masterpiece,French Dovetail Drawers,Felt-Lined Top Drawers,"Solid Wood, Wood Veneer & Others",Antique Tobacco Oak Finish,,,,,,"A luxurious masterpiece set in antique tobacco oak finish, this elegantly carved and designed dresser brings a level of sophistication. French dovetail drawers with antique gold hardware add functionality and style to this beautiful bedroom piece.  - -"
1850,CM7791D,85,Bedroom,Dressers,,,Dresser,Furniture of America BURLEIGH Transitional Dresser,VN,1,67,21,42.8,34.8,172.92,"64""W X 18""D X 39""H",Transitional,,,,0,BURLEIGH,CM7791.jpg,Cherry,Transitional Style,Full Extension Glides,Felt-lined Top Drawers,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,Gorgeous wooden construction with decorative nuances will convey a level sophistication to your home. Intricate trim create a naturally pleasing yet bold appearance. - -
1870,CM7350D,87,Bedroom,Dressers,,,Dresser,Furniture of America BELLAVISTA Traditional Dresser,VN,1,70.8,21.8,40.8,36.3,217.14,"67 7/8""W X 19""D X 40""H",Traditional,,,,0,BELLAVISTA,CM7350.jpg,Brown Cherry,Traditional Elegant Style,Felt-Lined Top Drawer,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,"This bold design is carefully designed with sleek detailed accents, decorative hardware and finished in a brown cherry finish. - -"
1895,CM7611D,88,Bedroom,Dressers,,,Dresser,Furniture of America BELGRADE I Rustic Dresser,ID,1,69.3,22.3,39,34.8,148.5,"66""W X 19""D X 38""H",Rustic,,,,0,BELGRADE I,CM7613.jpg,Rustic Natural Tone,Transitional Style,,Metal Side Glides,Felt-Lined Top Drawer,"Solid Wood, Wood Veneer & Others",Rustic Natural Tone Finish,,,,,Create a timeless and classic feel to your home with this natural wood finish style. Matching rustic hardware completes this fabulous design. - -
1952,CM7615D,90,Bedroom,Dressers,,,Dresser,Furniture of America ANTLER Transitional Dresser,ID,1,63.3,22.3,41.5,33.8,154,"60""W X 19""D X 37""H",Transitional,,,,0,ANTLER,CM7615.jpg,Natural Ash,Transitional Style,Ball Bearing Metal Glide,Flax Fabric H/B,Felt-lined Top Drawers,"Solid Wood, Wood Veneer & Others",Natural Ash Finish w/ Spotted Stains,,,,,"Displaying a natural wood design, this case good embodies an atmosphere of timeless style and comfort. Matching hardware paired with a stunning finish, perfectly completes the overall design. - -"
1968,CM7867D,91,Bedroom,Dressers,,,Dresser,Furniture of America MANVEL Contemporary Dresser,MY,1,61.5,18.1,35.4,22.8,136.7,"59""W X 15 5/8""D X 35 7/8""H",Contemporary,,,,0,MANVEL,CM7867.jpg,Two-Tone Antique Gray,,,,,,,,,,,
1991,CM7660D,93,Bedroom,Dressers,,,Dresser,Furniture of America RENEE Contemporary Dresser,MY,1,62,19.5,38.8,27.1,136.69,"59""W X 16 5/8""D X 36""H",Contemporary,,,,0,RENEE,CM7660.jpg,Natural,Contemporary Style,Felt-lined Top Drawers,English Dovetail Drawer,Bracket Feet,Faux Wood Veneer & Others*,Natural Finish,,,,,Brighten up your bedroom with a lighthearted bedroom set featuring this beautiful dresser. The natural wood finish evokes a warm and homey atmosphere. - -
2005,CM7065D,94,Bedroom,Dressers,,,Dresser,Furniture of America Arden Transitional Dresser,VN,1,68.5,20.6,41.8,34.1,169.4,"64""W X 18""D X 39 3/8""H",Transitional,,,,0,Arden,CM7065.jpg,Brown Cherry,Transitional Style,Full Extension Drawers,Felt-Lined Top Drawers,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,"A truly one of kind look, this dresser has silver toned hardware accents that match the brown cherry finish beautifully. It also features a handy felt-lined jewelry top drawer. - -"
2021,CM7503D,94,Bedroom,Dressers,,,Dresser,Furniture of America Brunswick Transitional Dresser,VN,1,66.8,23.3,38.6,34.7,162.8,"64""W X 20 1/4""D X 35""H",Transitional,,,,0,Brunswick,CM7503.jpg,Dark Walnut,Transitional Style,Felt-Lined Top Drawers,"Solid Wood, Wood Veneer & Others",Dark Walnut Finish,,,,,,,Transitional styling with simple elegant lines cover this dresser's design to create a warm and inviting feeling to your bedroom. Little extras like felt-lined top drawers and dark walnut finish make this bedroom piece a stylish addition to your mos t personal space at home. -
2050,CM7599D,95,Bedroom,Dressers,,,Dresser,Furniture of America Crest View Transitional Dresser,VN,1,60.6,20,43.1,30.3,118.8,"58""W X 18 1/4""D X 36""H",Transitional,,,,0,Crest View,CM7599.jpg,Brown Cherry,Contemporary Style,Solid Wood w/ Replicated Wood Grain & Others,Brown Cherry Finish,,,,,,,,The simple and clean lines of this dresser are accented with solid wood framing and silver hand pulls in a brown cherry finish.  - -
2069,CM7152D,96,Bedroom,Dressers,,,Dresser,Furniture of America Patra Transitional Dresser,VN,1,54.8,20,39.1,24.8,114.4,"52""W X 17""D X 35""H",Transitional,,,,0,Patra,CM7152.jpg,"Acacia, Walnut",Transitional Style,Double Deck Top Case Goods,Square Chrome Knobs,"Solid Wood, Wood Veneer & Others",Acacia & Walnut Finish,,,,,,"With acacia front panels, this unique multitone dresser is accented with square chrome knobs that complement a transitional, double deck top design.  - -"
2087,CM7600D,96,Bedroom,Dressers,,,Dresser,Furniture of America Midland Contemporary Dresser,VN,1,65,20.5,39,30.1,100.2,"62""W X 17 3/4""D X 35 1/4""H",Contemporary,,,,0,Midland,CM7600.jpg,Brown Cherry,Contemporary Style,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,,"The contemporary lines of these case goods works perfectly with the brown cherry finish. Simple with a bit of flair, this dresser is as exquisite as it is unassuming. - -"
2106,CM7113CH-D,97,Bedroom,Dressers,,,Dresser,Furniture of America Spruce Transitional Dresser,VN,1,60.3,19.1,36.8,24.5,121,"58""W X 17""D X 34""H",Transitional,,,,0,Spruce,CM7113CH.jpg,Brown Cherry,Transitional Style,Brushed Silver Pulls,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,Need some design flair in your bedroom? These case goods deliver the added detail and appearance of an updated style design. Clean lines and transitional styling of this dresser are accented with contemporary brushed silver hardware. - -
2122,CM7113EX-D,97,Bedroom,Dressers,,,Dresser,Furniture of America Pebble Transitional Dresser,VN,1,60.3,19.1,36.8,24.5,121,"58""W X 17""D X 34""H",Transitional,,,,0,Pebble,CM7113EX.jpg,Espresso,Contemporary Style,Solid Wood & Others,Available in 2 Colors,,,,,,,,"These case goods will transform an every day bedroom into a stylish oasis. The espresso finish allows for many color combinations, giving any type of bedroom a one of a kind feel. - -"
2195,CM7868D,99,Bedroom,Dressers,,,Dresser,Furniture of America JANINE Contemporary Dresser,MY,1,61,19.1,39.1,26.4,121.1,"56""W X 17 1/2""D X 39 3/4""H",Contemporary,,,,0,JANINE,CM7868.jpg,Espresso,Transitional Style,Silver Drawer Pulls,"Solid Wood, Wood Veneer, Others",Espresso Finish,,,,,,,Generous storage and silver hardware accents are the standout features of this transitional dresser. - -
2208,CM7910D,99,Bedroom,Dressers,,,Dresser,Furniture of America Crystal Lake Transitional Dresser,VN,1,59.5,18.3,28.8,18.1,121,"57 1/4""W X 16""D X 32 1/2""H",Transitional,,,,0,Crystal Lake,CM7910.jpg,Brown Cherry,Transitional Style,Optional Jewelry Drawers,Brushed Nickel Pulls,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,The straight lines and contemporary design of this dresser create an understated elegance for any room. Brushed nickel pulls look great alongside the updated brown cherry finish. - -
2224,CM7070D,100,Bedroom,Dressers,,,Dresser,Furniture of America RIGGINS Contemporary Dresser,MY,1,60.4,17.9,36,22.5,105.6,"56""W X 17 1/2""D X 39 3/4""H",Contemporary,,,,0,RIGGINS,CM7070.jpg,Brown Cherry,Contemporary Style,Tapered Legs,Curved Edges,Round Silver Drawer Knobs,Extra Support Leg,"Solid Wood, Wood Veneer, Others",Brown Cherry Finish,,,,"For those that prefer neutral pieces and downplay flashy designs, this collection will make the perfect choice for your bedroom setting. This dresser is finished in a warm cherry with drawers that easily slide in and out, made accessible with matchin g smooth round pulls. -"
2237,CM7905EXP-D,101,Bedroom,Dressers,,,Dresser,Furniture of America Corry Transitional Dresser,VN,1,50.8,20,38,22.3,94.6,"48""W X 17""D X 34""H",Transitional,,,,0,Corry,CM7905EXP-D+M.jpg,Dark Walnut,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This dresser will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
2346,CM7819D,107,Bedroom,Dressers,,,Dresser,Furniture of America Leeroy Contemporary Dresser,VN,1,58.9,19.5,39.5,26.2,147.1,"56""W X 16 5/8""D X 36""H",Contemporary,,,,0,Leeroy,CM7988WH.jpg,White,Contemporary Style,Solid Wood & Others,Available in 2 Colors,,,,,,,,"This dresser delivers the simplicity needed for that unique contemporary-styled bedroom. The white exterior simplifies the shape and lines of the overall design, creating a clean and sophisticated look.  - -"
2559,CM7068WH-D,113,Bedroom,Dressers,,,Dresser,Furniture of America ENRICO I Contemporary Dresser,VN,1,60,18.1,37.8,23.8,136.4,.,Contemporary,"Solid Wood, Wood Veneer & Others",,,0,ENRICO I,CM7068WH.jpg,White,,,,,,,,,,,
2797,CM7118D,123,Bedroom,Dressers,,,Dresser,Furniture of America Fontes Contemporary Dresser,VN,1,60.4,19.5,38,25.9,125.4,"58""W X 17""D X 36""H",Contemporary,,,,0,Fontes,CM7118.jpg,Espresso,Contemporary Style,Tiered Design Case Goods,Full Extension Drawers,"Solid Wood, Wood Veneer & Others",Available in 2 Colors,,,,,,"Available in espresso, this contemporary design case goods add an extra creative flair. The tiered design makes this dresser a one-of-a-kind piece for those looking to spice up their bedroom. - -"
453,CM7295D,31,Bedroom,Dressers,,,Dresser w/ 6 Drawers,Furniture of America Golva Contemporary Dresser w/ 6 Drawers,VN,1,60.6,18.5,41,26.6,151,"58""W X 16""D X 40""H",Contemporary,"Mirror, Solid Wood, Wood Veneer & Others",,,0,Golva,CM7295.jpg,Black,Contemporary Style,Gold-Tinted Mirror in Drawer Panels,Full Extension Drawers,Felt-Lined Top Drawers,"Solid Wood, Wood Veneer & Others",Black Finish,,,,,"Contemporary in styling and luxuriuos in design, this dresser brings the finishing touches to any bedroom set. Featuring gold-tinted mirror front panels that give the illusion of depth, the result is a very sophisticated and decorative bedroom space. - -"
480,CM7289D,32,Bedroom,Dressers,,,"Dresser, Black","Furniture of America BRYANT II Contemporary Dresser, Black",VN,1,62,21.3,37.5,28.6,165,"59""W X 18""D X 37""H",Contemporary,,,,0,BRYANT II,CM7289.jpg,Black,Contemporary Style,Crocodile Skin Textured Panel Accents,Mirror Front Panels on Top Drawers,English Dovetail Drawer Construction,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Black,,,,Drift into a peaceful sleep surrounded by the glamour of this contemporary style bedroom collection. Crocodile texturing along the dresser tops and drawer panel fronts add visual detailing that can only be topped by the mirrored top drawers and cryst al-like acrylic knobs. -
1051,CM7386BK-D,53,Bedroom,Dressers,,,"Dresser, Black","Furniture of America LENNART II Mid-Century Modern Dresser, Black",VN,1,61,19.8,31.3,21.8,145.5,"58""W X 17""D X 35 7/8""H",Mid-Century Modern,,,,0,LENNART II,CM7386BK.jpg,Black,Mid-Century Modern Style,Round Tapered Legs,Recessed Drawer Handles,"Solid Wood, Wood Veneer, Others*",Black,,,,,,"For a quick modern update to your home, this collection will add that trendy mid-century appeal. Coordinating case goods such as this dresser boast slim flared legs and recessed handle drawer pulls. - -"
2138,CM7866BK-D,98,Bedroom,Dressers,,,"Dresser, Black","Furniture of America LOUIS PHILIPPE III Transitional Dresser, Black",MY,1,61.4,18.8,37.9,25.2,130.07,"56""W X 17 1/2""D X 39 3/4""H",Transitional,,,,0,LOUIS PHILIPPE III,CM7866BK.jpg,Black,Transitional Style,English Dovetail Construction,Antique Drawer Pulls,Bracket Feet,"Solid Wood, Wood Veneer, Others",Black Finish,,,,,"Style your master bedroom however you like with this classic collection, featuring a contemporary design with multi-storage case goods such as this dresser, all with an identical black finish. Bring a unique taste to your bedroom while creating a rel axing and stylish environment. -"
2157,CM7866CH-D,98,Bedroom,Dressers,,,"Dresser, Cherry","Furniture of America LOUIS PHILIPPE III Transitional Dresser, Cherry",MY,1,61.4,18.8,38.9,25.9,130.07,"56""W X 17 1/2""D X 39 3/4""H",Transitional,,,,0,LOUIS PHILIPPE III,CM7866CH.jpg,Cherry,Transitional Style,English Dovetail Construction,Antique Drawer Pulls,Bracket Feet,"Solid Wood, Wood Veneer, Others",Cherry Finish,,,,,"Style your master bedroom however you like with this classic collection, featuring a contemporary design with multi-storage case goods such as this dresser, all with an identical cherry finish. Bring a unique taste to your bedroom while creating a re laxing and stylish environment. -"
948,CM7782D,50,Bedroom,Dressers,,,"Dresser, Gray","Furniture of America SNYDER II Contemporary Dresser, Gray",VN,1,60.5,20.5,32.9,23.6,128.7,"56""W X 17 1/2""D X 39 3/4""H",Contemporary,,,,0,SNYDER II,CM7782.jpg,Gray,Contemporary Style,Mid-Century Case Goods Legs,Chrome Bar Pull Handles,"Solid Wood, Wood Veneer, Others",Gray Finish,,,,,,"When updating your bedroom decor, let this set offer stress-free ease with its coordinating pieces. The perfect ensemble of contemporary and modern design, this dresser complements the easy-to-pair coloring of the matching bed finished in gray. Ample  storage space complete the subtly refined appearance. -"
2176,CM7866GY-D,98,Bedroom,Dressers,,,"Dresser, Gray","Furniture of America LOUIS PHILIPPE III Contemporary Dresser, Gray",ID,1,61.4,18.8,38.9,25.9,130.07,"58 3/8""W X 15 3/4""D X 35 1/4""H",Contemporary,,,,0,LOUIS PHILIPPE III,CM7866GY.jpg,Gray,Transitional Style,Antique Drawer Pulls,Bracket Feet,"Solid Wood, Wood Veneer, Others*",Gray Finish,,,,,,"Style your master bedroom however you like with this classic collection, featuring multi-storage case goods, all with an identical color finish. The dresser allows you to store clothes, bedding and any other items. Bring a unique taste to your bedroo m while creating a relaxing and stylish environment. -"
496,CM7289SV-D,32,Bedroom,Dressers,,,"Dresser, Silver","Furniture of America BRYANT II Contemporary Dresser, Silver",VN,1,62,21.3,37.5,28.6,165,"59""W X 18""D X 37""H",Contemporary,,,,0,BRYANT II,CM7289SV.jpg,Silver,Contemporary Style,Crocodile Skin Textured Panel Accents,Mirror Front Panels on Top Drawers,English Dovetail Drawer Construction,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Silver,,,,Drift into a peaceful sleep surrounded by the glamour of this contemporary style bedroom collection. Crocodile texturing along the dresser tops and drawer panel fronts add visual detailing that can only be topped by the mirrored top drawers and cryst al-like acrylic knobs. -
1011,CM7386WH-D,52,Bedroom,Dressers,,,"Dresser, White","Furniture of America LENNART II Mid-Century Modern Dresser, White",VN,1,61,19.8,31.3,21.8,145.5,"58""W X 17""D X 35 7/8""H",Mid-Century Modern,,,,0,LENNART II,CM7386WH.jpg,White,Mid-Century Modern Style,Round Tapered Legs,Recessed Drawer Handles,"Solid Wood, Wood Veneer, Others*",White,,,,,,"For a quick modern update to your home, this collection will add that trendy mid-century appeal. Coordinating case goods such as this dresser boast slim flared legs and recessed handle drawer pulls. - -"
2242,CM7905WH-D,101,Bedroom,Dressers,,,"Dresser, White","Furniture of America Corry Transitional Dresser, White",VN,1,50.8,20,38,22.3,94.6,"48""W X 17""D X 34""H",Transitional,,,,0,Corry,CM7905WH-D-WB.JPG,White,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This dresser will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3360,AM7961CK,147,Bedroom,HeadBoards,,,Cal.King Headboard,Furniture of America Buffalo Cottage Cal.King Headboard,US,1,77,50,5,11.1,51,"75 1/2""W X 5""D X 49""H",Cottage,,,,Cal.King,Buffalo,AM7961.jpg,Dark Cherry,Solid Wood Headboard,Sturdy & Built To Last,Beautiful Rustic Finish,3 Designs To Choose From,Available in 5 Sizes,Made in The Usa,US-Made (Incl. Foreign Materials),,,,"Strong, stable, and sturdy. These words come to mind when we think of the venerable buffalo. Our solid wood headboards stay true to that name, offering great durability and lasting quality. With rustic oak and dark cherry finish options and five si zes offered, all three styles are sure to fit any traditional home. -"
3365,AM7962CK,147,Bedroom,HeadBoards,,,Cal.King Headboard,Furniture of America Buffalo Cottage Cal.King Headboard,US,1,77,50,6,13.4,45,"75 1/2""W X 5""D X 49""H",Cottage,,,,Cal.King,Buffalo,AM7962.jpg,Oak,Solid Wood Headboard,Sturdy & Built To Last,Beautiful Rustic Finish,3 Designs To Choose From,Available in 5 Sizes,Made in The Usa,US-Made (Incl. Foreign Materials),,,,"Strong, stable, and sturdy. These words come to mind when we think of the venerable buffalo. Our solid wood headboards stay true to that name, offering great durability and lasting quality. With rustic oak and dark cherry finish options and five si zes offered, all three styles are sure to fit any traditional home. -"
